Va,Vb,Vc,Ia,Ib,Ic,Type
133230.1798,133235.1428,133228.1171,1505.884567,1506.935399,1506.051349,ABC
133240.7572,133233.2679,133241.2113,1507.782145,1506.820558,1507.948148,ABC
133238.4369,133234.8835,133236.2279,1506.489887,1507.100646,1505.934523,ABC
133238.4156,133234.7386,133233.6597,1507.030969,1506.681801,1507.852622,ABC
133234.3662,133232.6976,133241.0027,1507.296907,1507.195438,1506.231944,ABC
133247.8817,133236.9973,133233.177,1506.273748,1506.641608,1507.398956,ABC
133220.8735,133231.0124,133235.9849,1507.937539,1507.177485,1506.800856,ABC
133296.3363,133246.5265,133237.4033,1416.892799,1416.50166,1416.504427,ABC
133169.2298,133224.5254,133216.1188,1416.199393,1416.366105,1416.510458,ABC
133299.6239,133239.0112,133266.6523,1417.228601,1416.510833,1416.755281,ABC
133180.431,133233.1471,133194.4652,1415.899985,1416.396432,1416.143515,ABC
133277.713,133230.4617,133279.4663,1417.331308,1416.434999,1417.130772,ABC
133211.3291,133240.6599,133192.4726,1415.958832,1416.506963,1415.77326,ABC
133244.4672,133224.9253,133272.5463,1416.98447,1416.299115,1417.360995,ABC
133244.4376,133243.8033,133207.7151,1416.47323,1416.644359,1415.675659,ABC
133217.9615,133224.4128,133253.3003,1416.246159,1416.177606,1417.220105,ABC
133263.5702,133242.0546,133228.9718,1417.24421,1416.725017,1415.99561,ABC
133209.8268,133227.9362,133234.6646,1415.443368,1416.150251,1416.681582,ABC
133263.0061,133237.6713,133243.5338,1417.875405,1416.686404,1416.639907,ABC
133219.016,133232.3786,133226.9219,1414.995176,1416.251892,1415.956552,ABC
133249.8262,133234.0652,133244.9805,1418.001302,1416.528106,1417.313785,ABC
133233.6713,133234.607,133231.6005,1415.168033,1416.447289,1415.387337,ABC
133238.2271,133233.5559,133236.6404,1417.506832,1416.316853,1417.682382,ABC
133239.6934,133233.485,133241.1814,1415.911954,1416.647403,1415.256627,ABC
133239.5664,133235.9208,133228.7059,1416.604983,1416.151452,1417.5609,ABC
133230.4558,133230.5272,133244.6673,1416.879912,1416.758116,1415.625909,ABC
133254.517,133238.6386,133230.9438,1415.723924,1416.108034,1417.019755,ABC
133211.4702,133228.8012,133235.3812,1417.620519,1416.732497,1416.301133,ABC
133272.3508,133238.6576,133245.6939,1415.268645,1416.198174,1416.342232,ABC
133197.0186,133230.7871,133215.9796,1417.828045,1416.595534,1416.946374,ABC
133277.8559,133234.5513,133265.6795,1415.398407,1416.364785,1415.86028,ABC
133200.8156,133236.5641,133197.4171,1417.50116,1416.426933,1417.275789,ABC
133261.545,133227.6796,133278.1324,1415.952855,1416.51773,1415.767001,ABC
133226.5638,133243.5027,133192.377,1416.919415,1416.312938,1417.208029,ABC
133226.6949,133221.5809,133272.7518,1416.568256,1416.587019,1416.018344,ABC
133264.4459,133247.7015,133207.1807,1416.456684,1416.296644,1416.892674,ABC
133188.6551,133219.9266,133248.5642,1416.907733,1416.561205,1416.381107,ABC
133295.9724,133246.32,133237.2299,1416.348386,1416.356821,1416.597298,ABC
133166.5843,133224.2707,133215.365,1416.861392,1416.488271,1416.593221,ABC
133304.416,133239.3803,133268.9408,1416.55652,1416.427259,1416.528423,ABC
133172.4572,133232.9836,133188.6876,1416.594841,1416.439682,1416.533532,ABC
133284.5736,133229.9177,133287.1466,1416.814483,1416.443453,1416.699397,ABC
133203.9747,133242.0496,133181.1913,1416.420372,1416.461029,1416.294782,ABC
133245.9653,133222.3543,133283.5812,1416.81956,1416.386605,1416.928051,ABC
133245.7214,133247.2768,133195.5901,1416.574987,1416.540776,1416.11539,ABC
133207.5097,133220.0499,133261.387,1416.448068,1416.296967,1416.964454,ABC
133277.9027,133246.6067,133223.3557,1417.047925,1416.617052,1416.214079,ABC
133186.8334,133223.4866,133232.9965,1415.85509,1416.247966,1416.666475,ABC
133287.3935,133241.1538,133249.9277,1417.57004,1416.618357,1416.632873,ABC
133190.603,133230.1581,133212.7227,1415.393069,1416.297249,1416.110693,ABC
133274.5097,133234.3791,133263.2069,1417.775018,1416.512518,1417.190209,ABC
133211.6265,133236.1949,133208.5677,1415.396179,1416.445602,1415.566033,ABC
133251.6072,133229.936,133260.1793,1417.433215,1416.332727,1417.577493,ABC
133234.2869,133238.7058,133218.1819,1415.962876,1416.630244,1415.342068,ABC
133234.6089,133229.5193,133247.7577,1416.612538,1416.1634,1417.542077,ABC
133244.7348,133237.3979,133231.3023,1416.874096,1416.75786,1415.602379,ABC
133232.8366,133232.0276,133237.528,1415.664302,1416.093296,1417.045124,ABC
133239.4243,133234.5088,133236.9623,1417.702408,1416.758089,1416.257774,ABC
133243.4941,133234.5132,133237.8279,1415.037062,1416.163773,1416.297186,ABC
133226.7335,133233.1424,133230.8372,1418.048985,1416.625234,1417.007101,ABC
133254.174,133234.2807,133248.1982,1415.026219,1416.343578,1415.647472,ABC
133220.7882,133235.0903,133218.0799,1417.76681,1416.422861,1417.502981,ABC
133251.6795,133230.7816,133259.7214,1415.609081,1416.545725,1415.390655,ABC
133231.4888,133239.5371,133209.867,1417.037887,1416.248234,1417.54341,ABC
133231.4725,133226.0897,133261.0253,1416.465037,1416.676483,1415.605822,ABC
133257.1458,133243.4872,133215.8374,1416.260219,1416.177769,1417.175749,ABC
133201.6662,133223.6378,133246.1401,1417.167018,1416.687109,1416.123561,ABC
133284.5354,133243.6634,133237.2203,1415.813499,1416.226073,1416.653654,ABC
133178.8707,133225.9903,133219.1946,1417.425974,1416.597624,1416.638631,ABC
133296.5362,133238.6962,133265.0892,1415.845092,1416.342693,1416.276014,ABC
133178.2737,133233.05,133192.8623,1417.241162,1416.479236,1416.89636,ABC
133282.7183,133230.2177,133285.0213,1416.205073,1416.447437,1416.207562,ABC
133204.0107,133241.8487,133181.3145,1416.869917,1416.407277,1416.837692,ABC
133246.3546,133222.1382,133285.441,1416.565829,1416.481576,1416.391003,ABC
133245.8421,133248.1038,133191.8667,1416.641535,1416.414275,1416.616178,ABC
133203.4321,133218.4937,133264.6066,1416.646237,1416.442958,1416.602617,ABC
133284.3562,133248.6347,133220.4104,1416.734686,1416.47224,1416.480399,ABC
133174.0654,133221.141,133231.9728,1416.39708,1416.3836,1416.612728,ABC
133301.6862,133243.1907,133253.4739,1417.059671,1416.514663,1416.598507,ABC
133171.3358,133228.6887,133203.0351,1416.031391,1416.371995,1416.347154,ABC
133291.3604,133234.5903,133275.7276,1417.320253,1416.483677,1416.937494,ABC
133194.2041,133237.3087,133190.6896,1415.881168,1416.444482,1415.946284,ABC
133261.4599,133227.0897,133278.4442,1417.215285,1416.372042,1417.275486,ABC
133228.7056,133242.9363,133198.2539,1416.170673,1416.57698,1415.682902,ABC
133229.3134,133223.9636,133263.8957,1416.651509,1416.232813,1417.340982,ABC
133256.5718,133243.5313,133218.2782,1416.850742,1416.695737,1415.788259,ABC
133211.0479,133225.7526,133243.1799,1415.831492,1416.149701,1416.992272,ABC
133265.9314,133240.0544,133237.7145,1417.602698,1416.72125,1416.294809,ABC
133212.38,133230.2055,133228.9663,1415.156907,1416.185782,1416.324226,ABC
133257.5933,133235.6111,133246.1263,1418.014595,1416.618523,1416.996216,ABC
133226.2004,133233.8978,133227.7067,1415.000524,1416.342148,1415.633246,ABC
133243.2582,133233.3457,133241.8296,1417.824186,1416.422446,1417.553508,ABC
133238.2321,133234.482,133236.1171,1415.483366,1416.552565,1415.257088,ABC
133237.014,133234.4201,133232.2436,1417.081223,1416.221895,1417.685445,ABC
133237.0003,133232.1505,133244.0185,1416.394282,1416.718373,1415.383386,ABC
133245.6042,133237.3436,133228.3715,1416.129996,1416.111239,1417.329141,ABC
133221.7208,133229.4076,133241.6164,1417.30349,1416.763206,1415.942142,ABC
133263.6873,133239.058,133236.9974,1415.420054,1416.137875,1416.675078,ABC
133203.0878,133229.3121,133226.5194,1417.802264,1416.674966,1416.647634,ABC
133277.1406,133237.0739,133255.6187,1415.256144,1416.277085,1416.055892,ABC
133196.4157,133233.3168,133205.9779,1417.725058,1416.510206,1417.163799,ABC
133272.3575,133231.2914,133273.426,1415.636444,1416.448981,1415.755643,ABC
133211.4082,133240.0943,133192.812,1417.223745,1416.358857,1417.292399,ABC
133245.6766,133224.3237,133277.835,1416.274884,1416.566693,1415.854073,ABC
133245.0318,133246.1289,133197.4561,1416.654384,1416.291079,1417.071761,ABC
133206.9317,133220.0725,133262.5567,1416.789432,1416.586235,1416.19868,ABC
133282.14,133247.7545,133221.0391,1416.349445,1416.318572,1416.730368,ABC
133174.6872,133221.3967,133232.1717,1416.936596,1416.528004,1416.517868,ABC
133293.9233,133246.4761,133238.8462,1336.760311,1335.957868,1335.705529,ABC
133179.1652,133226.2529,133219.7831,1334.827852,1335.542657,1335.744736,ABC
133291.0662,133238.9126,133262.9582,1337.251219,1335.907522,1336.293141,ABC
133195.1796,133234.0923,133205.2474,1334.488127,1335.653892,1335.057163,ABC
133268.1372,133232.0283,133268.4866,1337.216598,1335.736986,1336.896867,ABC
133222.7565,133239.2571,133209.5121,1334.795419,1335.858464,1334.549672,ABC
133243.0844,133229.2143,133257.9252,1336.521673,1335.517841,1337.145038,ABC
133243.1244,133239.7341,133224.4734,1335.698991,1336.057316,1334.54373,ABC
133231.9919,133230.8216,133243.176,1335.418702,1335.362615,1336.832794,ABC
133245.2623,133236.8077,133236.4687,1336.791282,1336.142526,1335.102995,ABC
133238.8542,133234.2092,133237.0378,1334.422828,1335.358414,1336.060028,ABC
133232.5273,133233.9475,133235.731,1337.535392,1336.062212,1335.981202,ABC
133253.6206,133235.7246,133244.4471,1334.020435,1335.513784,1335.186636,ABC
133219.6454,133234.3054,133222.9854,1337.575476,1335.852948,1336.758225,ABC
133259.649,133233.3028,133259.1515,1334.387221,1335.752157,1334.629449,ABC
133222.1298,133238.4656,133208.9412,1336.939349,1335.619311,1337.080786,ABC
133245.6229,133227.9824,133267.9673,1335.291322,1335.956289,1334.623753,ABC
133245.0528,133243.921,133207.01,1336.011169,1335.472959,1336.859661,ABC
133214.1219,133223.3415,133259.8585,1336.241297,1336.036194,1335.096113,ABC
133278.5647,133246.6374,133223.9465,1335.293065,1335.468751,1336.304526,ABC
133181.1711,133223.1911,133233.9452,1336.783451,1335.978719,1335.726009,ABC
133303.2502,133243.7179,133254.5121,1335.103935,1335.577136,1335.778856,ABC
133166.8272,133228.9948,133201.189,1336.761503,1335.848833,1336.153888,ABC
133302.0754,133235.4593,133283.7544,1335.403122,1335.70902,1335.568136,ABC
133182.6034,133238.6824,133178.4781,1336.380506,1335.743145,1336.201878,ABC
133271.4158,133225.4564,133295.6466,1335.847246,1335.776139,1335.708074,ABC
133223.6913,133247.6582,133178.649,1336.041965,1335.726042,1335.968945,ABC
133224.1623,133218.634,133282.756,1336.037962,1335.747897,1335.980684,ABC
133271.0267,133251.4215,133202.6306,1336.060042,1335.789382,1335.744188,ABC
133182.7974,133218.3926,133250.9223,1335.796688,1335.668496,1336.077289,ABC
133302.0663,133248.1938,133238.6562,1336.443592,1335.861248,1335.797286,ABC
133166.5631,133224.627,133216.0032,1335.288424,1335.623987,1335.819783,ABC
133303.6597,133239.9303,133269.0842,1336.88665,1335.857525,1336.18337,ABC
133180.5717,133233.8419,133194.6524,1334.91503,1335.680986,1335.2952,ABC
133279.1411,133231.0993,133280.6035,1336.974186,1335.742447,1336.691073,ABC
133213.5433,133241.2818,133194.7999,1335.045215,1335.837172,1334.814843,ABC
133245.4109,133225.9965,133271.5374,1336.46952,1335.558411,1336.970118,ABC
133245.433,133243.7404,133211.6839,1335.754697,1336.016345,1334.720836,ABC
133221.9981,133226.2694,133251.8499,1335.497213,1335.404864,1336.758136,ABC
133259.9932,133241.3072,133231.761,1336.747439,1336.112412,1335.16138,ABC
133219.0459,133230.1722,133236.0526,1334.500673,1335.378514,1336.062091,ABC
133254.3248,133237.001,133241.8402,1337.514271,1336.055152,1335.979315,ABC
133231.7724,133233.9704,133233.6345,1333.993798,1335.512093,1335.177533,ABC
133239.5259,133234.5787,133237.5329,1337.632406,1335.856409,1336.788701,ABC
133244.7696,133234.5457,133243.149,1334.25646,1335.750546,1334.529048,ABC
133232.2582,133235.9616,133225.6571,1337.020049,1335.607189,1337.194536,ABC
133243.1631,133231.5063,133253.696,1335.163765,1335.980356,1334.426694,ABC
133242.8183,133239.9449,133219.1512,1335.989094,1335.426632,1337.020281,ABC
133223.2856,133227.4401,133252.7514,1336.257823,1336.094404,1334.887949,ABC
133267.5306,133243.023,133227.8525,1335.062976,1335.393841,1336.404126,ABC
133195.8771,133226.1503,133235.1988,1337.017047,1336.052551,1335.635704,ABC
133290.5042,133241.7962,133251.1763,1334.67032,1335.504388,1335.706816,ABC
133179.63,133230.0133,133207.6411,1337.154469,1335.90099,1336.271926,ABC
133293.7405,133235.3972,133277.5507,1334.903034,1335.67791,1335.289544,ABC
133189.0817,133238.1778,133185.0683,1336.762775,1335.739327,1336.516117,ABC
133269.1647,133226.3503,133291.1417,1335.488069,1335.811046,1335.300519,ABC
133224.5751,133246.8025,133181.8209,1336.222621,1335.656856,1336.359905,ABC
133224.8558,133219.2609,133281.7089,1335.985567,1335.841722,1335.603112,ABC
133270.8339,133251.2383,133202.4798,1335.937815,1335.678478,1336.04508,ABC
133181.3422,133218.1099,133251.3846,1336.081557,1335.784282,1335.887525,ABC
133305.2861,133248.8194,133238.4761,1336.068272,1335.754096,1335.884115,ABC
133160.0223,133223.8261,133214.0465,1335.78667,1335.714049,1335.889869,ABC
133311.0879,133240.5239,133272.6729,1336.432597,1335.797275,1336.041058,ABC
133170.7548,133233.6601,133187.5399,1335.416116,1335.712292,1335.575083,ABC
133286.8353,133230.4588,133289.158,1336.64202,1335.747287,1336.415721,ABC
133206.2882,133242.7621,133183.4675,1335.366042,1335.807777,1335.165393,ABC
133247.026,133223.4758,133282.2339,1336.376417,1335.61387,1336.70732,ABC
133246.9572,133246.9948,133200.8106,1335.831487,1335.953303,1334.99526,ABC
133213.0631,133222.3853,133259.1294,1335.621565,1335.475186,1336.616856,ABC
133272.63,133245.247,133227.2613,1336.651027,1336.053093,1335.284854,ABC
133200.431,133226.4802,133234.8979,1334.712021,1335.429487,1336.057372,ABC
133274.4056,133239.8412,133247.2875,1337.38362,1336.024121,1335.978516,ABC
133210.0237,133232.2487,133222.8157,1334.146214,1335.530848,1335.235669,ABC
133258.8652,133234.8343,133251.7509,1337.572919,1335.852379,1336.755606,ABC
133228.9311,133235.7736,133226.3653,1334.284427,1335.750087,1334.549177,ABC
133242.4665,133233.3282,133243.0279,1337.033516,1335.607818,1337.211273,ABC
133239.9303,133235.2646,133237.8195,1335.118565,1335.986631,1334.357214,ABC
133239.8845,133235.5184,133232.528,1335.979627,1335.407378,1337.095906,ABC
133233.3954,133232.1086,133244.1803,1336.261903,1336.12502,1334.766769,ABC
133253.905,133238.7131,133232.3615,1334.913884,1335.348064,1336.465147,ABC
133213.8951,133229.7908,133236.5008,1337.168232,1336.101533,1335.567075,ABC
133273.4405,133239.2856,133246.6334,1334.340739,1335.451098,1335.648088,ABC
133197.2178,133231.4058,133216.4762,1337.444507,1335.94,1336.354593,ABC
133280.973,133235.2743,133268.0824,1334.478688,1335.651557,1335.052857,ABC
133199.7179,133237.3894,133195.9659,1337.065113,1335.735055,1336.769776,ABC
133264.612,133227.9264,133282.3444,1335.148925,1335.839508,1334.928947,ABC
133226.8405,133244.9664,133189.6337,1336.360374,1335.5937,1336.698507,ABC
133226.9492,133221.1524,133277.1931,1335.907152,1335.926494,1335.23315,ABC
133268.3257,133249.7173,133205.3286,1335.791863,1335.571853,1336.316433,ABC
133184.875,133219.188,133250.8721,1336.330261,1335.895805,1335.680452,ABC
133303.4018,133248.3054,133238.3721,1335.658044,1335.645266,1335.953849,ABC
133160.194,133223.9204,133214.1463,1336.273956,1335.805832,1335.942899,ABC
133312.8992,133240.6518,133273.5268,1335.916945,1335.732126,1335.87042,ABC
133166.7091,133233.5699,133184.6009,1335.940983,1335.745773,1335.866102,ABC
133290.7958,133230.1683,133293.5787,1336.23718,1335.751597,1336.085071,ABC
133201.7981,133243.5878,133176.5707,1335.721827,1335.773062,1335.564786,ABC
133248.0206,133221.8678,133289.2807,1336.240092,1335.679912,1336.370474,ABC
133247.7939,133249.2433,133192.8738,1335.913646,1335.873311,1335.337814,ABC
133206.1257,133219.4957,133264.5502,1335.772545,1335.567577,1336.414488,ABC
133282.3388,133248.3158,133223.4531,1336.50152,1335.968874,1335.458429,ABC
133184.6957,133223.4422,133233.7698,1335.031914,1335.506418,1336.04236,ABC
133347.5371,133329.5684,133346.0532,2617.817848,2616.738318,33.25856532,ABG
133355.9705,133324.4071,133331.0064,2617.224968,2616.93647,31.22386292,ABG
133344.714,133328.4294,133363.4088,2617.785058,2616.80147,32.245706,ABG
133357.5092,133326.5085,133322.4233,2617.282429,2616.853577,30.90222275,ABG
133344.9654,133325.5323,133364.2867,2617.653268,2616.875405,30.96570897,ABG
133355.1606,133329.8516,133328.9062,2617.407855,2616.796223,31.02529112,ABG
133349.2387,133322.1744,133353.7911,2617.511792,2616.921059,29.77025381,ABG
133349.3561,133332.7281,133340.9539,2617.517581,2616.790895,31.3276254,ABG
133355.7813,133320.2186,133343.8345,2617.440207,2616.923189,29.1097746,ABG
133342.905,133333.4194,133346.3758,2617.556897,2616.829192,31.53384929,ABG
133361.1844,133320.9573,133344.5751,2617.461751,2616.898092,29.27337462,ABG
133339.2751,133331.2838,133338.8754,2617.529914,2616.874407,31.53784571,ABG
133362.4837,133324.2601,133357.286,2617.534827,2616.879439,30.1809545,ABG
133340.4638,133327.2257,133322.5145,2617.48897,2616.886984,31.45200497,ABG
133358.9643,133328.5719,133373.299,2617.585681,2616.892315,31.44006577,ABG
133345.8047,133323.22,133309.179,2617.493125,2616.852117,31.51431573,ABG
133352.5525,133331.7961,133379.6989,2617.559731,2616.933513,32.60383153,ABG
133352.4285,133321.1641,133310.6887,2617.564326,2616.791095,31.90512683,ABG
133346.5944,133332.521,133368.0645,2617.458427,2616.972001,33.39210962,ABG
133357.0348,133321.7735,133330.6475,2617.670122,2616.74843,32.593315,ABG
133343.8341,133330.8199,133340.5941,2617.338875,2616.96979,33.76420107,ABG
133357.8313,133324.2186,133361.338,2617.743698,2616.762717,33.33386735,ABG
133344.8727,133328.1179,133309.6151,2617.277487,2616.909456,33.86046859,ABG
133355.4348,133326.7296,133387.7566,2617.727695,2616.840013,33.812668,ABG
133348.0366,133326.2187,133290.6575,2617.321351,2616.809649,33.8642304,ABG
133352.2324,133327.774,133396.3368,2617.613183,2616.947223,33.82060247,ABG
133350.6627,133326.1238,133293.3419,2617.458035,2616.717402,33.85727186,ABG
133350.6821,133327.0408,133382.9426,2617.448628,2617.030311,33.35658391,ABG
133350.918,133327.4127,133315.7381,2617.622267,2616.681152,33.75798955,ABG
133351.684,133325.591,133355.1987,2617.313002,2617.046162,32.62484899,ABG
133348.9671,133328.5862,133345.68,2617.734532,2616.721255,33.38499205,ABG
133354.0633,133325.0793,133327.7787,2617.269859,2616.988127,31.92922717,ABG
133346.7616,133328.1467,133368.1411,2617.747025,2616.816877,32.59958168,ABG
133355.4611,133326.5587,133313.6398,2617.330987,2616.889287,31.5030395,ABG
133346.6312,133325.7021,133374.0118,2617.668731,2616.917975,31.43778786,ABG
133354.0143,133329.6608,133316.6684,2617.451861,2616.801619,31.37282586,ABG
133349.6227,133322.3544,133364.8554,2617.555329,2616.975121,30.1621139,ABG
133349.7123,133332.7103,133330.2335,2617.560958,2616.764518,31.36443827,ABG
133354.678,133320.094,133350.8653,2617.471871,2616.968474,29.18934064,ABG
133344.5425,133333.7286,133342.3379,2617.603886,2616.782629,31.25062905,ABG
133359.189,133320.5614,133343.5536,2617.452768,2616.917749,28.88577129,ABG
133341.3277,133331.7006,133343.8745,2617.574602,2616.826675,30.92407061,ABG
133360.5757,133323.9622,133347.9826,2617.484186,2616.867136,29.33347132,ABG
133341.9947,133327.2936,133334.6159,2617.514806,2616.855916,30.48463871,ABG
133357.8826,133328.8366,133359.549,2617.518787,2616.855155,30.27635143,ABG
133346.3726,133322.5544,133323.1314,2617.483095,2616.846978,30.19443246,ABG
133352.3875,133332.8535,133367.3272,2617.51174,2616.888992,31.30571085,ABG
133352.274,133319.7508,133320.7743,2617.514389,2616.809902,30.3128704,ABG
133346.8465,133334.1477,133361.7201,2617.453611,2616.939922,32.10034429,ABG
133356.7975,133320.0689,133333.6918,2617.595866,2616.780872,30.90533544,ABG
133343.8617,133332.3785,133341.4009,2617.378433,2616.96276,32.55228981,ABG
133358.0238,133322.9698,133358.0842,2617.674638,2616.796472,31.77751706,ABG
133344.3968,133328.8557,133315.002,2617.341766,2616.926772,32.75185351,ABG
133356.0508,133326.5955,133381.8616,2617.691936,2616.866583,32.59215231,ABG
133347.3512,133325.6723,133296.3631,2617.383176,2616.837996,32.87250324,ABG
133352.7517,133328.9539,133391.7372,2617.621794,2616.964071,33.05981975,ABG
133350.4179,133324.4005,133296.2486,2617.497699,2616.738343,33.02271185,ABG
133350.4557,133329.1273,133381.324,2617.489552,2617.038723,33.07263137,ABG
133351.6372,133325.1775,133315.7134,2617.635101,2616.681581,33.15484883,ABG
133350.4255,133327.745,133355.1677,2617.358504,2617.047144,32.73057407,ABG
133350.6359,133326.7465,133345.2883,2617.727943,2616.701037,33.09373558,ABG
133352.1061,133326.4425,133326.2009,2617.293068,2616.979868,32.26552616,ABG
133348.7694,133327.4009,133370.4941,2617.73108,2616.789201,32.66096397,ABG
133353.6061,133326.6782,133308.2023,2617.321491,2616.868409,31.8972856,ABG
133348.1078,133326.2032,133380.2314,2617.647962,2616.90194,31.81083092,ABG
133353.0672,133328.689,133307.9313,2617.420983,2616.767498,31.6975312,ABG
133349.9475,133323.6764,133372.86,2617.52751,2616.984584,30.70393105,ABG
133350.0135,133331.2696,133321.763,2617.533812,2616.723353,31.5570835,ABG
133353.833,133321.5128,133356.3309,2617.433818,2617.003522,29.6767696,ABG
133345.7907,133332.5289,133338.7585,2617.603391,2616.747601,31.28477747,ABG
133357.7323,133321.4795,133342.4982,2617.407894,2616.963797,29.09379876,ABG
133342.8011,133331.1401,133348.0331,2617.607314,2616.812854,30.76333602,ABG
133359.2659,133324.2211,133339.3615,2617.445256,2616.902342,29.13720196,ABG
133343.0148,133327.2814,133345.6402,2617.566965,2616.872207,30.05996897,ABG
133357.2086,133328.7356,133346.2013,2617.50282,2616.862003,29.69106443,ABG
133346.7028,133322.6512,133336.6307,2617.528796,2616.889881,29.42849338,ABG
133352.309,133332.8751,133354.6295,2617.529806,2616.863489,30.43497584,ABG
133352.1989,133319.528,133331.113,2617.530481,2616.863419,29.18458376,ABG
133346.9048,133334.5773,133354.7299,2617.502285,2616.89327,31.05646883,ABG
133356.8461,133319.4473,133336.9867,2617.574485,2616.823498,29.50416062,ABG
133343.5708,133333.0663,133342.2006,2617.439139,2616.914849,31.41067864,ABG
133358.5365,133322.3132,133354.1326,2617.626268,2616.811879,30.29036791,ABG
133343.64,133329.2842,133321.815,2617.389378,2616.895563,31.5521444,ABG
133356.8898,133326.4916,133373.8835,2617.638065,2616.851993,31.2315458,ABG
133346.5112,133325.2927,133304.9068,2617.399239,2616.831065,31.65153179,ABG
133353.3547,133329.8147,133384.1804,2617.582476,2616.931331,31.99058674,ABG
133350.1463,133323.0285,133302.4183,2617.480362,2616.751173,31.85087873,ABG
133350.2041,133330.8637,133377.1605,2617.473724,2617.007209,32.37110916,ABG
133352.4111,133323.1906,133317.9006,2617.599592,2616.702845,32.14546828,ABG
133349.0849,133329.7328,133354.3647,2617.362384,2617.032527,32.37822324,ABG
133352.3943,133324.9436,133344.921,2617.697124,2616.720841,32.37543255,ABG
133350.0482,133327.8193,133326.2517,2617.306372,2616.98534,32.17224945,ABG
133350.8736,133326.5911,133370.5611,2617.721733,2616.804713,32.3301378,ABG
133351.6561,133326.8058,133306.2726,2617.33625,2616.883597,31.94783027,ABG
133349.6633,133326.763,133382.8465,2617.661105,2616.916966,31.88752238,ABG
133352.0614,133327.5075,133303.1516,2617.436598,2616.775703,31.8012379,ABG
133350.2959,133325.3393,133377.514,2617.548558,2617.003908,31.10616695,ABG
133350.3371,133329.3314,133316.1222,2617.555147,2616.712682,31.67056721,ABG
133352.9111,133323.5186,133360.0018,2617.442373,2617.02646,30.22603653,ABG
133347.1784,133330.6898,133335.9801,2617.633856,2616.719154,31.39365411,ABG
133356.0814,133322.9934,133341.5768,2617.391053,2616.981933,29.56571952,ABG
133307.7272,133251.792,133342.9243,2239.957813,2445.170795,36.09898769,ABG
133321.0307,133250.3869,133346.9528,2239.902606,2445.111845,36.14610854,ABG
133307.0029,133251.0849,133337.8124,2239.829803,2445.216854,35.61718022,ABG
133319.8928,133250.9869,133349.5817,2239.981122,2445.127806,35.70004987,ABG
133309.5209,133251.0634,133338.0979,2239.783678,2445.129086,35.28441947,ABG
133316.4774,133250.1791,133346.9191,2239.939448,2445.242212,35.14509859,ABG
133313.0922,133252.5952,133341.8345,2239.852983,2445.039242,35.48507906,ABG
133313.1357,133248.3287,133343.5913,2239.858951,2445.283389,35.23123621,ABG
133315.9297,133254.1459,133343.7584,2239.893185,2445.08706,35.69322533,ABG
133310.6879,133247.5881,133343.2112,2239.890328,2445.194477,35.64106443,ABG
133318.0523,133253.7805,133343.3291,2239.813456,2445.21249,35.35175529,ABG
133308.7536,133248.9403,133343.2404,2240.018125,2445.1119,35.59566482,ABG
133319.5511,133251.8579,133344.7913,2239.720215,2445.24579,34.81193567,ABG
133307.9577,133250.8436,133339.8397,2240.076767,2445.155927,35.10052288,ABG
133319.0387,133250.4953,133349.5242,2239.757049,2445.157235,34.8345818,ABG
133310.0107,133251.4081,133334.972,2239.993118,2445.250694,34.88711233,ABG
133315.212,133250.662,133352.675,2239.884417,2445.09438,35.3501583,ABG
133315.0968,133250.8548,133334.6081,2239.892663,2445.241076,35.2378244,ABG
133309.4385,133251.1643,133349.5673,2239.931193,2445.157278,35.51640297,ABG
133320.4462,133250.7332,133340.3299,2239.913518,2445.127012,35.55306269,ABG
133305.3066,133250.8351,133342.5925,2239.841462,2445.251346,35.01109042,ABG
133322.6144,133251.2914,133346.6595,2240.007499,2445.063932,35.31525968,ABG
133305.2406,133250.4576,133338.4082,2239.750324,2445.234559,34.50848296,ABG
133320.7602,133251.0717,133348.0958,2240.021174,2445.131639,34.82983493,ABG
133308.4596,133251.4812,133339.4672,2239.780851,2445.133253,34.64198189,ABG
133316.7963,133249.3286,133345.6905,2239.92926,2445.218503,34.7095637,ABG
133312.6408,133253.5216,133341.9791,2239.867841,2445.102966,35.00386064,ABG
133312.7075,133247.5425,133344.0381,2239.870381,2445.190877,34.95448711,ABG
133316.5272,133254.509,133342.5948,2239.866514,2445.196028,34.84263935,ABG
133309.0267,133247.6317,133343.8777,2239.936562,2445.090993,35.05097404,ABG
133319.9073,133253.3982,133343.3243,2239.775256,2445.284439,34.28143368,ABG
133306.1675,133249.3973,133341.6113,2240.035059,2445.069132,34.82227399,ABG
133321.7784,133251.5275,133347.4158,2239.736353,2445.250372,34.14526153,ABG
133305.7478,133250.8879,133336.132,2240.027644,2445.15618,34.63922416,ABG
133320.3106,133250.7051,133352.8856,2239.817485,2445.157603,34.63226397,ABG
133309.1588,133251.0751,133332.1283,2239.935743,2445.21817,34.77096051,ABG
133315.2523,133250.8795,133353.9981,2239.905315,2445.151147,34.94507729,ABG
133315.1529,133250.921,133334.3311,2239.905104,2445.15762,34.95387578,ABG
133309.2905,133250.7195,133348.9729,2239.871251,2445.240193,34.52512032,ABG
133320.1932,133251.46,133340.8907,2239.98605,2445.058039,34.8345716,ABG
133305.952,133250.0004,133342.7018,2239.761176,2445.288955,33.89202914,ABG
133321.6217,133251.978,133345.586,2240.058566,2445.057626,34.50440433,ABG
